shape_id,shape_name,theta_eff,beta,param1,param2,aspect_ratio_cav,dc_mm,D_body_mm,D_hemi_mm,L_total_mm,L_cyl_mm,dc_D_ratio,sigma_c,Re,U_ms,depth_m,Froude,Cdp,Csf,Cd,L_tilde,D_tilde,cavity_covers,drag_red_pct
3,spherical,53.6915,0.8058,0.872,0.0,0.436,12.0,30.0,15.0,115.0,85.0,0.4,0.27159,1164926.0,10.15,4.32,9.5562,0.727848,0.23481,1.076574,2.1289,1.4656,0,27.375
2,truncated_cone,33.651,0.5541,39.1417,0.5611,0.6668,12.0,30.0,15.0,115.0,85.0,0.4,0.17385,1624993.0,14.159,33.82,13.3302,0.381733,0.233641,0.723722,1.8011,1.3473,0,28.155
5,ogive_polynomial,37.7476,0.6122,3.3807,0.0,1.0142,12.0,30.0,15.0,115.0,85.0,0.4,0.36608,3063640.0,26.694,44.74,25.1318,0.515883,0.237861,0.87231,0.9688,1.0214,0,27.065
4,elliptical,37.6092,0.6103,2.2992,0.0,2.2992,12.0,30.0,15.0,115.0,85.0,0.4,0.2658,581594.0,5.067,18.0,4.771,0.457656,0.315304,0.885251,1.2747,1.1432,0,4.507
3,spherical,28.0995,0.471,1.7895,0.0,0.8947,12.0,30.0,15.0,115.0,85.0,0.4,0.3184,1725882.0,15.038,34.75,14.1579,0.33339,0.282279,0.732991,0.762,0.8847,0,15.13
5,ogive_polynomial,40.2212,0.6457,2.9672,0.0,0.8902,12.0,30.0,15.0,115.0,85.0,0.4,0.09967,2154936.0,18.776,22.96,17.6775,0.453409,0.131099,0.685698,3.7859,2.0052,0,60.247
1,cone,22.3736,0.3806,22.3736,0.0,1.2147,12.0,30.0,15.0,115.0,85.0,0.4,0.05151,852305.0,7.426,47.6,6.9917,0.194596,0.179141,0.467814,3.5759,1.8413,0,44.873
5,ogive_polynomial,40.0899,0.644,2.9866,0.0,0.896,12.0,30.0,15.0,115.0,85.0,0.4,0.14099,4876419.0,42.488,46.88,40.0025,0.452988,0.156945,0.71465,2.8144,1.6774,0,53.323
3,spherical,35.1181,0.5753,1.4112,0.0,0.7056,12.0,30.0,15.0,115.0,85.0,0.4,0.32565,4322943.0,37.666,16.39,35.4622,0.451965,0.211215,0.777846,1.026,1.0367,0,32.15
0,disc,90.0,1.0,90.0,0.0,0.0217,12.0,30.0,15.0,115.0,85.0,0.4,0.32326,3348035.0,29.172,42.53,27.4648,1.07931,0.181953,1.375785,2.5306,1.565,0,46.104
0,disc,90.0,1.0,90.0,0.0,0.0296,12.0,30.0,15.0,115.0,85.0,0.4,0.25443,1930709.0,16.822,4.59,15.8381,1.047328,0.169532,1.329205,3.2786,1.8,0,48.747
1,cone,78.2681,0.9791,78.2681,0.0,0.1038,12.0,30.0,15.0,115.0,85.0,0.4,0.0784,1362302.0,11.87,29.09,11.1753,0.859483,0.0,0.957327,10.0979,3.1693,1,100.0
0,disc,90.0,1.0,90.0,0.0,0.0483,12.0,30.0,15.0,115.0,85.0,0.4,0.11812,701514.0,6.112,29.98,5.7547,0.917438,0.011567,1.033111,6.9297,2.6242,0,96.423
0,disc,90.0,1.0,90.0,0.0,0.0407,12.0,30.0,15.0,115.0,85.0,0.4,0.34869,634806.0,5.531,14.2,5.2075,1.095025,0.25133,1.462642,2.3886,1.4831,0,21.836
0,disc,90.0,1.0,90.0,0.0,0.0279,12.0,30.0,15.0,115.0,85.0,0.4,0.34129,2947471.0,25.681,19.17,24.1789,1.134179,0.189456,1.440477,2.4357,1.5749,0,43.112
1,cone,34.308,0.5636,34.308,0.0,0.7328,12.0,30.0,15.0,115.0,85.0,0.4,0.3342,449392.0,3.916,38.83,3.6865,0.434088,0.35074,0.901544,0.946,0.9558,0,0.0
4,elliptical,92.0464,0.9994,0.6364,0.0,0.6364,12.0,30.0,15.0,115.0,85.0,0.4,0.39689,1946894.0,16.963,46.82,15.9709,1.163701,0.21397,1.494701,1.9989,1.4593,0,33.797
1,cone,75.7116,0.9691,75.7116,0.0,0.1273,12.0,30.0,15.0,115.0,85.0,0.4,0.27479,3147124.0,27.421,36.49,25.8167,1.010703,0.159124,1.283238,2.8465,1.6896,0,48.915
5,ogive_polynomial,60.382,0.8693,1.4858,0.0,0.4457,12.0,30.0,15.0,115.0,85.0,0.4,0.32148,4826920.0,42.057,41.4,39.5965,0.849379,0.183194,1.147706,2.0107,1.4098,0,44.35
5,ogive_polynomial,46.7115,0.7279,2.2462,0.0,0.6739,12.0,30.0,15.0,115.0,85.0,0.4,0.22049,4265268.0,37.163,5.78,34.9891,0.610066,0.180583,0.901317,2.1494,1.4786,0,45.029
4,elliptical,68.9287,0.9331,1.0694,0.0,1.0694,12.0,30.0,15.0,115.0,85.0,0.4,0.38912,564824.0,4.921,37.35,4.6334,1.030841,0.29834,1.445219,1.8465,1.3375,0,12.127
1,cone,22.3388,0.3801,22.3388,0.0,1.2168,12.0,30.0,15.0,115.0,85.0,0.4,0.28847,1137684.0,9.913,21.96,9.3327,0.238154,0.300085,0.654287,0.6155,0.7827,0,5.649
4,elliptical,74.2154,0.9623,0.9528,0.0,0.9528,12.0,30.0,15.0,115.0,85.0,0.4,0.13895,4013771.0,34.972,21.01,32.926,0.879177,0.057002,1.042524,5.3963,2.3089,0,81.693
1,cone,29.1081,0.4865,29.1081,0.0,0.898,12.0,30.0,15.0,115.0,85.0,0.4,0.31599,3693986.0,32.186,24.46,30.3027,0.352349,0.227914,0.694416,0.8241,0.8867,0,27.619
3,spherical,28.2243,0.4729,1.7812,0.0,0.8906,12.0,30.0,15.0,115.0,85.0,0.4,0.13038,4563831.0,39.765,10.96,37.4383,0.29157,0.189297,0.585493,1.8681,1.3361,0,42.577
0,disc,90.0,1.0,90.0,0.0,0.0259,12.0,30.0,15.0,115.0,85.0,0.4,0.30445,3297678.0,28.733,32.62,27.0517,1.061243,0.176732,1.351207,2.7835,1.6675,0,47.77
5,ogive_polynomial,62.2394,0.8849,1.4205,0.0,0.4261,12.0,30.0,15.0,115.0,85.0,0.4,0.21195,3470296.0,30.237,14.01,28.4677,0.812601,0.157675,1.081463,3.103,1.7733,0,53.688
2,truncated_cone,38.6352,0.6244,39.749,0.1121,0.345,12.0,30.0,15.0,115.0,85.0,0.4,0.34507,4997104.0,43.54,21.96,40.9925,0.51687,0.218329,0.850563,1.0715,0.9926,0,34.887
5,ogive_polynomial,41.2338,0.6591,2.8257,0.0,0.8477,12.0,30.0,15.0,115.0,85.0,0.4,0.36811,2130628.0,18.564,8.59,17.4781,0.563783,0.236269,0.919715,1.0882,0.9962,0,23.079
2,truncated_cone,44.7653,0.7042,46.197,0.124,0.7384,12.0,30.0,15.0,115.0,85.0,0.4,0.26145,2670871.0,23.271,32.24,21.9098,0.584392,0.217329,0.916277,1.7557,1.3354,0,34.243
1,cone,35.9128,0.5866,35.9128,0.0,0.6904,12.0,30.0,15.0,115.0,85.0,0.4,0.10668,2459799.0,21.432,23.77,20.1784,0.393833,0.158645,0.655542,3.0665,1.7612,0,51.476
4,elliptical,54.188,0.8109,1.49,0.0,1.49,12.0,30.0,15.0,115.0,85.0,0.4,0.34936,396272.0,3.453,9.5,3.2507,0.80117,0.321854,1.241063,1.5265,1.1972,0,1.799
0,disc,90.0,1.0,90.0,0.0,0.0197,12.0,30.0,15.0,115.0,85.0,0.4,0.28394,2820470.0,24.575,0.62,23.1371,1.060912,0.171664,1.348103,2.8778,1.6838,0,48.454
5,ogive_polynomial,36.3808,0.5931,3.6628,0.0,1.0988,12.0,30.0,15.0,115.0,85.0,0.4,0.16869,2809676.0,24.481,28.4,23.0485,0.418624,0.202525,0.725996,2.032,1.4469,0,38.791
3,spherical,44.5598,0.7017,1.0843,0.0,0.5422,12.0,30.0,15.0,115.0,85.0,0.4,0.17362,3694105.0,32.187,12.34,30.3037,0.546697,0.175528,0.831068,2.635,1.5954,0,48.403
4,elliptical,81.6038,0.9893,0.8097,0.0,0.8097,12.0,30.0,15.0,115.0,85.0,0.4,0.11007,3152727.0,27.47,2.17,25.8626,0.89359,0.0,0.996558,7.1693,2.5315,0,100.0
3,spherical,50.6639,0.7734,0.9346,0.0,0.4673,12.0,30.0,15.0,115.0,85.0,0.4,0.2455,701100.0,6.109,4.3,5.7513,0.673189,0.26354,1.048412,2.284,1.4518,0,20.787
3,spherical,27.1118,0.4557,1.858,0.0,0.929,12.0,30.0,15.0,115.0,85.0,0.4,0.0921,601615.0,5.242,9.54,4.9352,0.257055,0.244042,0.601627,2.4377,1.5877,0,24.613
5,ogive_polynomial,52.449,0.7928,1.8491,0.0,0.5547,12.0,30.0,15.0,115.0,85.0,0.4,0.34361,1488558.0,12.97,18.54,12.211,0.761622,0.253272,1.130731,1.6196,1.242,0,24.181
4,elliptical,40.5743,0.6504,2.1099,0.0,2.1099,12.0,30.0,15.0,115.0,85.0,0.4,0.22742,1431309.0,12.471,40.99,11.7414,0.51207,0.245046,0.868122,1.6436,1.2834,0,25.829
1,cone,59.3738,0.8605,59.3738,0.0,0.296,12.0,30.0,15.0,115.0,85.0,0.4,0.33095,3826066.0,33.337,12.08,31.3862,0.852675,0.191377,1.161738,1.9339,1.4147,0,40.676
4,elliptical,48.9091,0.7537,1.6931,0.0,1.6931,12.0,30.0,15.0,115.0,85.0,0.4,0.30333,2196777.0,19.141,42.31,18.0207,0.678826,0.223385,1.019575,1.6666,1.278,0,30.757
1,cone,73.6246,0.9594,73.6246,0.0,0.1469,12.0,30.0,15.0,115.0,85.0,0.4,0.34785,2307825.0,20.108,26.0,18.9317,1.046185,0.208749,1.368462,2.2794,1.4857,0,37.724
1,cone,43.5641,0.6892,43.5641,0.0,0.5257,12.0,30.0,15.0,115.0,85.0,0.4,0.27374,4616256.0,40.222,37.69,37.8683,0.573606,0.203704,0.892841,1.5883,1.2817,0,39.569
2,truncated_cone,41.0341,0.6565,43.8048,0.253,0.7303,12.0,30.0,15.0,115.0,85.0,0.4,0.30607,749477.0,6.53,26.17,6.1482,0.542335,0.312792,0.969484,1.3231,1.1674,0,8.665
2,truncated_cone,64.4326,0.9021,72.8529,0.4623,0.3934,12.0,30.0,15.0,115.0,85.0,0.4,0.30445,1711824.0,14.915,26.04,14.0425,0.885304,0.213052,1.215478,2.1864,1.4905,0,34.82
0,disc,90.0,1.0,90.0,0.0,0.0362,12.0,30.0,15.0,115.0,85.0,0.4,0.20952,2572179.0,22.412,13.54,21.1002,1.031014,0.130969,1.272845,3.8197,1.9565,0,60.082
5,ogive_polynomial,46.3072,0.7231,2.2807,0.0,0.6842,12.0,30.0,15.0,115.0,85.0,0.4,0.11967,4677146.0,40.752,44.11,38.3678,0.543318,0.115705,0.763027,3.9376,2.067,0,65.832
2,truncated_cone,61.9716,0.8827,63.8378,0.1169,0.68,12.0,30.0,15.0,115.0,85.0,0.4,0.29497,1658514.0,14.451,7.68,13.6052,0.860891,0.216349,1.192431,2.1996,1.5062,0,34.281
2,truncated_cone,31.0767,0.5162,36.3203,0.5775,0.8685,12.0,30.0,15.0,115.0,85.0,0.4,0.05569,1495837.0,13.033,43.9,12.2707,0.306924,0.092933,0.494294,5.0058,2.2419,0,71.967
1,cone,62.8152,0.8895,62.8152,0.0,0.2568,12.0,30.0,15.0,115.0,85.0,0.4,0.14667,3191469.0,27.807,2.13,26.1804,0.78389,0.095431,0.985075,4.7338,2.1053,0,69.896
1,cone,51.995,0.788,51.995,0.0,0.3907,12.0,30.0,15.0,115.0,85.0,0.4,0.13856,2292224.0,19.972,41.22,18.8037,0.640658,0.131013,0.876466,4.0586,1.9403,0,60.204
4,elliptical,52.0569,0.7886,1.5675,0.0,1.5675,12.0,30.0,15.0,115.0,85.0,0.4,0.29476,172262.0,1.501,34.79,1.4131,0.718038,0.366624,1.199812,1.7756,1.3388,0,0.0
4,elliptical,42.6614,0.6777,1.9915,0.0,1.9915,12.0,30.0,15.0,115.0,85.0,0.4,0.10359,1357422.0,11.827,27.4,11.1353,0.484583,0.136438,0.722962,3.9375,1.9467,0,58.569
2,truncated_cone,50.5253,0.7719,55.8325,0.3802,0.5133,12.0,30.0,15.0,115.0,85.0,0.4,0.37296,761749.0,6.637,39.77,6.2488,0.747997,0.29486,1.159777,1.4218,1.2387,0,10.308
4,elliptical,31.8252,0.5273,2.7639,0.0,2.7639,12.0,30.0,15.0,115.0,85.0,0.4,0.34902,3687580.0,32.13,17.43,30.2502,0.394524,0.22873,0.742042,0.7455,0.8747,0,27.799
2,truncated_cone,59.9168,0.8653,66.0321,0.3704,0.6305,12.0,30.0,15.0,115.0,85.0,0.4,0.31633,2809764.0,24.482,2.87,23.0492,0.848012,0.197592,1.16082,2.0249,1.4256,0,38.198
3,spherical,38.4368,0.6217,1.2789,0.0,0.6394,12.0,30.0,15.0,115.0,85.0,0.4,0.15034,3477964.0,30.304,44.28,28.5306,0.443233,0.165134,0.713584,2.4996,1.5496,0,46.351
5,ogive_polynomial,57.6514,0.8448,1.5936,0.0,0.4781,12.0,30.0,15.0,115.0,85.0,0.4,0.176,3581448.0,31.205,17.47,29.3795,0.743257,0.132042,0.983627,3.5864,1.82,0,58.187
0,disc,90.0,1.0,90.0,0.0,0.0409,12.0,30.0,15.0,115.0,85.0,0.4,0.21881,4302104.0,37.484,23.71,35.2913,1.007179,0.116021,1.234486,3.7811,1.8582,0,62.146
2,truncated_cone,31.9636,0.5294,38.3001,0.6618,0.6001,12.0,30.0,15.0,115.0,85.0,0.4,0.13557,2469207.0,21.514,3.74,20.2555,0.340156,0.198741,0.643677,2.1495,1.5186,0,38.352
2,truncated_cone,47.2207,0.734,50.058,0.2267,1.0812,12.0,30.0,15.0,115.0,85.0,0.4,0.33552,1678195.0,14.622,25.79,13.7667,0.66261,0.250989,1.02948,1.4187,1.2023,0,23.889
5,ogive_polynomial,40.3462,0.6474,2.9489,0.0,0.8847,12.0,30.0,15.0,115.0,85.0,0.4,0.29607,4078640.0,35.537,19.29,33.4581,0.525516,0.212942,0.853726,1.3497,1.1139,0,35.084
4,elliptical,30.2581,0.5039,2.9189,0.0,2.9189,12.0,30.0,15.0,115.0,85.0,0.4,0.27793,4139973.0,36.072,47.68,33.9613,0.35017,0.227144,0.692729,0.9107,0.9299,0,31.075
5,ogive_polynomial,38.6854,0.625,3.2111,0.0,0.9633,12.0,30.0,15.0,115.0,85.0,0.4,0.35868,774015.0,6.744,21.75,6.3494,0.524198,0.314569,0.954943,1.0646,1.0131,0,4.823
4,elliptical,65.2717,0.9083,1.1587,0.0,1.1587,12.0,30.0,15.0,115.0,85.0,0.4,0.14358,3421651.0,29.813,48.74,28.0687,0.816823,0.08594,1.007562,4.6616,2.1935,0,73.37
3,spherical,21.4793,0.3662,2.3659,0.0,1.183,12.0,30.0,15.0,115.0,85.0,0.4,0.06942,774410.0,6.747,23.19,6.3527,0.188742,0.236749,0.522197,2.4188,1.5838,0,27.333
1,cone,20.9738,0.3579,20.9738,0.0,1.3043,12.0,30.0,15.0,115.0,85.0,0.4,0.09581,3071178.0,26.759,16.68,25.1937,0.1843,0.216074,0.502576,1.7264,1.336,0,36.002
1,cone,75.8063,0.9695,75.8063,0.0,0.1265,12.0,30.0,15.0,115.0,85.0,0.4,0.32701,349316.0,3.044,3.25,2.8655,1.015072,0.294005,1.426594,2.4163,1.5502,0,12.464
2,truncated_cone,43.7106,0.691,46.4476,0.2357,0.6254,12.0,30.0,15.0,115.0,85.0,0.4,0.27136,1450612.0,12.639,41.08,11.8997,0.56722,0.256114,0.937739,1.6101,1.2445,0,24.12
1,cone,51.5876,0.7836,51.5876,0.0,0.3965,12.0,30.0,15.0,115.0,85.0,0.4,0.15075,1230328.0,10.72,1.6,10.0927,0.632867,0.163911,0.903544,3.5984,1.8686,0,49.861
1,cone,76.725,0.9733,76.725,0.0,0.118,12.0,30.0,15.0,115.0,85.0,0.4,0.35351,1806552.0,15.741,1.06,14.8196,1.064049,0.214615,1.39453,2.2616,1.5287,0,34.821
3,spherical,49.2496,0.7576,0.9662,0.0,0.4831,12.0,30.0,15.0,115.0,85.0,0.4,0.22729,3402067.0,29.642,45.66,27.908,0.648659,0.189496,0.951909,2.278,1.5637,0,43.372
0,disc,90.0,1.0,90.0,0.0,0.0236,12.0,30.0,15.0,115.0,85.0,0.4,0.24496,4351921.0,37.918,4.52,35.6999,1.047004,0.130797,1.289734,3.4722,1.8516,0,57.813
0,disc,90.0,1.0,90.0,0.0,0.0375,12.0,30.0,15.0,115.0,85.0,0.4,0.28907,3036976.0,26.461,4.39,24.9131,1.054643,0.168555,1.337042,2.8949,1.6564,0,48.603
3,spherical,52.5162,0.7935,0.8955,0.0,0.4478,12.0,30.0,15.0,115.0,85.0,0.4,0.27108,2307645.0,20.107,41.26,18.9302,0.721135,0.201669,1.039135,2.0241,1.4309,0,36.046
4,elliptical,74.87,0.9653,0.9393,0.0,0.9393,12.0,30.0,15.0,115.0,85.0,0.4,0.14331,3529736.0,30.755,27.78,28.9553,0.914517,0.06779,1.08682,5.3682,2.3408,0,79.602
3,spherical,57.0172,0.8388,0.8103,0.0,0.4052,12.0,30.0,15.0,115.0,85.0,0.4,0.10556,1147709.0,10.0,38.12,9.415,0.677782,0.065126,0.846747,5.6375,2.4787,0,80.448
5,ogive_polynomial,76.2763,0.9715,1.0662,0.0,0.3199,12.0,30.0,15.0,115.0,85.0,0.4,0.19486,3666001.0,31.942,16.07,30.0732,0.952179,0.120692,1.18205,4.1117,2.0208,0,63.918
3,spherical,51.0939,0.7782,0.9253,0.0,0.4626,12.0,30.0,15.0,115.0,85.0,0.4,0.26533,1895224.0,16.513,8.04,15.547,0.680662,0.224225,1.018529,2.1067,1.4145,0,33.202
0,disc,90.0,1.0,90.0,0.0,0.0423,12.0,30.0,15.0,115.0,85.0,0.4,0.17982,3504511.0,30.535,25.64,28.7484,0.971043,0.096852,1.179327,4.4074,2.1278,0,69.933
5,ogive_polynomial,39.4516,0.6354,3.0846,0.0,0.9254,12.0,30.0,15.0,115.0,85.0,0.4,0.25711,2643828.0,23.036,45.05,21.688,0.495086,0.220598,0.828995,1.4387,1.2492,0,31.173
2,truncated_cone,55.8941,0.828,60.7938,0.3224,1.0468,12.0,30.0,15.0,115.0,85.0,0.4,0.37084,2261105.0,19.701,11.41,18.5484,0.837173,0.228825,1.182997,1.531,1.2406,0,30.151
4,elliptical,48.754,0.7519,1.6996,0.0,1.6996,12.0,30.0,15.0,115.0,85.0,0.4,0.20218,2126935.0,18.532,16.69,17.4478,0.625625,0.197344,0.934102,2.3434,1.5452,0,41.018
0,disc,90.0,1.0,90.0,0.0,0.0405,12.0,30.0,15.0,115.0,85.0,0.4,0.24375,4834536.0,42.124,22.12,39.659,1.025166,0.129365,1.26807,3.4346,1.8514,0,58.871
0,disc,90.0,1.0,90.0,0.0,0.012,12.0,30.0,15.0,115.0,85.0,0.4,0.22175,1405670.0,12.248,15.24,11.5311,1.010559,0.160652,1.282884,3.7539,1.9404,0,51.967
5,ogive_polynomial,38.6468,0.6245,3.2177,0.0,0.9653,12.0,30.0,15.0,115.0,85.0,0.4,0.20031,1369818.0,11.935,16.72,11.237,0.459595,0.239884,0.809319,1.8568,1.3479,0,26.794
4,elliptical,35.8879,0.5862,2.4226,0.0,2.4226,12.0,30.0,15.0,115.0,85.0,0.4,0.17218,2996306.0,26.107,45.61,24.5795,0.408344,0.207575,0.725423,1.7668,1.3843,0,38.627
3,spherical,53.1066,0.7998,0.8836,0.0,0.4418,12.0,30.0,15.0,115.0,85.0,0.4,0.26092,2267184.0,19.754,48.92,18.5983,0.726605,0.21071,1.050628,2.18,1.4978,0,37.178
1,cone,28.5262,0.4776,28.5262,0.0,0.9199,12.0,30.0,15.0,115.0,85.0,0.4,0.31227,3822251.0,33.303,13.98,31.3549,0.321909,0.238327,0.676934,0.7842,0.8712,0,27.967
3,spherical,49.1374,0.7563,0.9688,0.0,0.4844,12.0,30.0,15.0,115.0,85.0,0.4,0.17512,3591158.0,31.29,10.06,29.4592,0.617712,0.164525,0.888829,2.9716,1.7214,0,51.707
1,cone,27.8451,0.4671,27.8451,0.0,0.9465,12.0,30.0,15.0,115.0,85.0,0.4,0.36965,462883.0,4.033,35.59,3.7971,0.339719,0.378075,0.834268,0.6497,0.8238,0,0.0
5,ogive_polynomial,35.8474,0.5856,3.7861,0.0,1.1358,12.0,30.0,15.0,115.0,85.0,0.4,0.16586,2055563.0,17.91,45.2,16.8623,0.407588,0.212598,0.728833,2.02,1.385,0,34.766
4,elliptical,44.3532,0.6991,1.903,0.0,1.903,12.0,30.0,15.0,115.0,85.0,0.4,0.32661,1109860.0,9.67,21.22,9.1045,0.615247,0.273224,1.002436,1.31,1.1388,0,16.26
1,cone,36.5554,0.5956,36.5554,0.0,0.6743,12.0,30.0,15.0,115.0,85.0,0.4,0.12864,3049785.0,26.573,4.42,25.0182,0.396079,0.176133,0.676804,2.616,1.63,0,47.71
4,elliptical,36.7717,0.5986,2.3579,0.0,2.3579,12.0,30.0,15.0,115.0,85.0,0.4,0.25274,1042191.0,9.081,20.04,8.5494,0.443551,0.285605,0.842405,1.2631,1.1601,0,15.441
5,ogive_polynomial,36.924,0.6008,3.5453,0.0,1.0636,12.0,30.0,15.0,115.0,85.0,0.4,0.37885,3679586.0,32.06,16.7,30.1846,0.511157,0.226993,0.851448,0.9212,0.9354,0,28.976
0,disc,90.0,1.0,90.0,0.0,0.0288,12.0,30.0,15.0,115.0,85.0,0.4,0.09891,742183.0,6.467,23.97,6.0883,0.92178,0.0,1.022779,7.9871,2.9332,0,100.0
5,ogive_polynomial,52.6425,0.7949,1.8381,0.0,0.5514,12.0,30.0,15.0,115.0,85.0,0.4,0.33537,2744266.0,23.911,36.68,22.5119,0.763509,0.228225,1.108992,1.6905,1.2456,0,33.482
0,disc,90.0,1.0,90.0,0.0,0.0301,12.0,30.0,15.0,115.0,85.0,0.4,0.35051,4769207.0,41.554,4.75,39.123,1.114492,0.174242,1.405726,2.3775,1.5496,0,47.646
3,spherical,30.8554,0.5129,1.6211,0.0,0.8105,12.0,30.0,15.0,115.0,85.0,0.4,0.32408,671848.0,5.854,15.13,5.5113,0.38487,0.337489,0.837281,0.8452,0.8762,0,0.0
2,truncated_cone,49.6137,0.7617,58.0211,0.5796,0.7159,12.0,30.0,15.0,115.0,85.0,0.4,0.10308,781125.0,6.806,34.93,6.4078,0.574555,0.106978,0.783746,4.9384,2.2183,0,67.596
5,ogive_polynomial,35.4636,0.5802,3.8801,0.0,1.164,12.0,30.0,15.0,115.0,85.0,0.4,0.13433,3801078.0,33.119,7.04,31.1812,0.398471,0.170604,0.674264,2.5195,1.5204,0,47.444
3,spherical,55.0822,0.82,0.8454,0.0,0.4227,12.0,30.0,15.0,115.0,85.0,0.4,0.11575,907060.0,7.903,42.99,7.4408,0.654474,0.104798,0.862587,4.9601,2.2323,0,68.851
2,truncated_cone,41.1026,0.6574,45.4817,0.3851,1.1869,12.0,30.0,15.0,115.0,85.0,0.4,0.08414,1474884.0,12.851,34.26,12.0989,0.46178,0.101009,0.661551,4.7361,2.173,0,69.224
5,ogive_polynomial,35.1374,0.5755,3.9637,0.0,1.1891,12.0,30.0,15.0,115.0,85.0,0.4,0.05914,869131.0,7.573,39.93,7.1297,0.360512,0.072332,0.527793,5.6026,2.3979,0,77.461
2,truncated_cone,40.2944,0.6467,47.1635,0.5826,1.1024,12.0,30.0,15.0,115.0,85.0,0.4,0.10015,1845956.0,16.084,5.48,15.1429,0.453308,0.133757,0.688975,3.7564,2.0181,0,58.867
3,spherical,20.375,0.3482,2.4978,0.0,1.2489,12.0,30.0,15.0,115.0,85.0,0.4,0.33416,4191228.0,36.518,17.35,34.3817,0.21772,0.257506,0.589093,0.4721,0.6701,0,25.662
0,disc,90.0,1.0,90.0,0.0,0.0104,12.0,30.0,15.0,115.0,85.0,0.4,0.17966,3909284.0,34.062,33.56,32.0689,1.010446,0.096911,1.215362,4.4876,2.1514,0,70.629
0,disc,90.0,1.0,90.0,0.0,0.0255,12.0,30.0,15.0,115.0,85.0,0.4,0.38863,1062530.0,9.258,20.93,8.7162,1.162793,0.245128,1.525738,2.158,1.4114,0,25.948
1,cone,30.8793,0.5132,30.8793,0.0,0.8361,12.0,30.0,15.0,115.0,85.0,0.4,0.19058,2302708.0,20.064,33.0,18.8897,0.339681,0.240504,0.688055,1.42,1.2308,0,28.687
5,ogive_polynomial,37.6081,0.6103,3.4075,0.0,1.0223,12.0,30.0,15.0,115.0,85.0,0.4,0.39464,389788.0,3.396,9.45,3.1975,0.520508,0.380018,1.0163,0.9401,0.9515,0,0.0
1,cone,78.8603,0.9812,78.8603,0.0,0.0985,12.0,30.0,15.0,115.0,85.0,0.4,0.11172,3960185.0,34.505,16.04,32.4864,0.899216,0.002034,1.005165,6.83,2.6501,0,99.371
1,cone,30.1987,0.503,30.1987,0.0,0.8591,12.0,30.0,15.0,115.0,85.0,0.4,0.09125,4538380.0,39.543,30.72,37.2295,0.303334,0.149167,0.552877,2.9644,1.7144,0,54.403
0,disc,90.0,1.0,90.0,0.0,0.0308,12.0,30.0,15.0,115.0,85.0,0.4,0.29408,1525497.0,13.292,36.29,12.5141,1.08008,0.194772,1.390434,2.8347,1.663,0,40.356
1,cone,78.6827,0.9806,78.6827,0.0,0.1001,12.0,30.0,15.0,115.0,85.0,0.4,0.3171,3588397.0,31.266,22.31,29.4366,1.055049,0.167987,1.339535,2.4986,1.6352,0,46.456
3,spherical,53.2512,0.8013,0.8807,0.0,0.4404,12.0,30.0,15.0,115.0,85.0,0.4,0.28377,4672069.0,40.708,3.11,38.3262,0.725572,0.197659,1.03895,1.951,1.4039,0,43.797
4,elliptical,34.5623,0.5673,2.5255,0.0,2.5255,12.0,30.0,15.0,115.0,85.0,0.4,0.2256,4000729.0,34.859,47.37,32.819,0.412205,0.21552,0.739605,1.3408,1.1546,0,35.878
1,cone,44.8507,0.7053,44.8507,0.0,0.5026,12.0,30.0,15.0,115.0,85.0,0.4,0.34633,3713824.0,32.359,33.71,30.4655,0.646744,0.224316,0.987748,1.3435,1.1604,0,33.536
0,disc,90.0,1.0,90.0,0.0,0.0321,12.0,30.0,15.0,115.0,85.0,0.4,0.36591,1658156.0,14.448,9.65,13.6023,1.112409,0.207986,1.437001,2.1941,1.5115,0,34.01
2,truncated_cone,62.9859,0.8909,66.2046,0.1945,0.7219,12.0,30.0,15.0,115.0,85.0,0.4,0.06989,3621579.0,31.555,22.36,29.7088,0.728857,0.0,0.825697,9.8591,3.1575,0,100.0
0,disc,90.0,1.0,90.0,0.0,0.044,12.0,30.0,15.0,115.0,85.0,0.4,0.28167,3069478.0,26.744,32.51,25.1797,1.058413,0.164906,1.338198,2.8501,1.7562,0,49.595
0,disc,90.0,1.0,90.0,0.0,0.0352,12.0,30.0,15.0,115.0,85.0,0.4,0.05795,4350704.0,37.908,9.91,35.69,0.884994,0.0,0.98231,14.6654,3.8173,1,100.0
1,cone,65.8854,0.9127,65.8854,0.0,0.2238,12.0,30.0,15.0,115.0,85.0,0.4,0.37317,3406277.0,29.679,48.47,27.9426,0.979621,0.203014,1.300695,1.9691,1.3945,0,38.77
0,disc,90.0,1.0,90.0,0.0,0.0259,12.0,30.0,15.0,115.0,85.0,0.4,0.33491,2186822.0,19.054,7.15,17.9391,1.128165,0.19578,1.440621,2.4887,1.5935,0,40.192
5,ogive_polynomial,42.9972,0.682,2.609,0.0,0.7827,12.0,30.0,15.0,115.0,85.0,0.4,0.31205,3682941.0,32.09,38.15,30.2121,0.589731,0.224688,0.929653,1.3405,1.1697,0,34.218
4,elliptical,55.1397,0.8205,1.4571,0.0,1.4571,12.0,30.0,15.0,115.0,85.0,0.4,0.1006,733615.0,6.392,31.41,6.018,0.652591,0.066537,0.820146,5.4669,2.3455,0,79.73
